Publisher,Time,Author,Title,ID
Cengage Learning,8/21/12,Lee Smith RMP,Mathematics for Plumbers and Pipefitters / Edition 8,2900
Princeton University Press,2009/8/8,Timothy Gowers,The Princeton Companion to Mathematics,2901
Wiley,2003/3/14,Kuldip S. Rattan,Introductory Mathematics for Engineering Applications / Edition 1,2902
Cengage Learning,7/26/11,Mark Huth,Practical Problems in Mathematics for Carpenters / Edition 9,2903
"World Scientific Publishing Company, Incorporated",2/25/16,David L Linker,Mathematics Problem-solving Challenges For Secondary School Students And Beyond,2904
Windham Press,7/29/17,CSET Math Test Prep Team,"CSET Mathematics Study Guide: Test Preparation & Practice Test Questions for All Subtests (Subtest 1, Subtest 2, & Subtest 3) of the CSET Math Exam",2905
Pearson,2001/11/9,Robert Prior,Basic Mathematics,2906
"Brookes, Paul H. Publishing Company",2003/1/11,Sally Moomaw,Teaching Mathematics in Early Childhood / Edition 1,2907
Pearson,2/17/12,Cynthia R. Easterling,Merchandising Mathematics for Retailing / Edition 5,2908
Pearson,5/25/17,Sybilla Beckmann,MyMathLab with Pearson eText -- Standalone Access Card -- for Mathematics for Elementary Teachers with Activities / Edition 5,2909
Kaplan Publishing,2001/3/17,Kaplan Test Prep,SAT Subject Test Mathematics Level 1,2910
Mometrix Media LLC,3/31/14,ACCUPLACER Exam Secrets Test Prep Staff,ACCUPLACER Mathematics Exam Secrets Workbook,2911
Pearson,2/17/14,Raymond A. Barnett,"College Mathematics for Business, Economics, Life Sciences, and Social Sciences / Edition 13",2912
"Barron's Educational Series, Incorporated",7/28/09,Douglas Downing Ph.D.,Dictionary of Mathematics Terms,2913
Pearson,12/26/16,Jeffrey O Bennett,Using and Understanding Mathematics Plus MyMathLab -- Access Card Package / Edition 6,2914
Pearson,11/14/01,Jeff Suzuki,A History of Mathematics / Edition 1,2915
Springer New York,9/1/98,Serge Lang,Basic Mathematics / Edition 1,2916
Arcturus Publishing,2003/1/9,Anne Rooney,The Story of Mathematics,2917
McGraw-Hill Professional Publishing,3/23/10,Philip Schmidt,College Mathematics / Edition 4,2918
CreateSpace Publishing,3/19/14,Jonathan D. Kantrowitz,Rise & Shine STAAR Prep Mathematics Grade 6,2919
Cengage Learning,2001/1/16,Karl J. Smith,Nature of Mathematics / Edition 13,2920
Cengage Learning,2001/1/16,Robert Brechner,Contemporary Mathematics for Business & Consumers / Edition 8,2921
Dover Publications,6/1/56,Martin Gardner,"Mathematics, Magic and Mystery",2922
"Content Technologies, Inc.",9/16/12,Kenneth Rosen,"Studyguide for Discrete Mathematics and Its Applications by Rosen, Kenneth, ISBN 9780073383095",2923
Research & Education Association,2009/5/17,Trena Wilkerson,"TExES Mathematics 4-8 (115), 2nd Ed., Book + Online",2924
"Industrial Press, Inc.",3/15/13,K. A. Stroud,Engineering Mathematics 7E / Edition 7,2925
Pearson,2002/1/13,Mark Ball,Clinical Laboratory Mathematics / Edition 1,2926
Dover Publications,8/1/87,Dirk J. Struik,A Concise History of Mathematics,2927
CreateSpace Publishing,5/22/13,U.S. Department of Education,Helping Your Child Learn Mathematics,2928
Dover Publications,4/1/84,Gerard W. Kelly,Short-Cut Math,2929
Pearson,1/17/16,Allen R. Angel,A Survey of Mathematics with Applications plus MyMathLab Student Access Card -- Access Code Card Package / Edition 10,2930
McGraw-Hill Professional Publishing,9/29/09,Murray R. Spiegel,Schaum's Outline of Advanced Mathematics for Engineers and Scientists / Edition 1,2931
Pearson,1/26/17,Sybilla Beckmann,Mathematics for Elementary Teachers with Activities / Edition 5,2932
Pearson,2001/10/12,Allen R. Angel,A Survey of Mathematics with Applications / Edition 9,2933
Pearson,2003/6/14,Margaret L. Lial,"Finite Mathematics with Applications In the Management, Natural, and Social Sciences, Books a la Carte Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 11",2934
CreateSpace Publishing,1/15/16,Yongcheng Chen,American Mathematics Competitions (AMC 10) Preparation Practice Tests,2935
McGraw-Hill Professional Publishing,2012/10/2,Lana C. Stephens,Schaum's Outline of Mathematics for Nurses / Edition 1,2936
XAMOnline.com,1/20/14,Sharon A Wynne,TExES TExES Mathematics 7-12 235 Practice Test Kit,2937
Pearson,2009/6/15,Margaret L. Lial,Finite Mathematics / Edition 11,2938
Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 8 Mathematics Assessment Secrets Study Guide,2939
Houghton Mifflin Harcourt,7/26/16,Sandra Luna McCune,"CliffsNotes Praxis Middle School Mathematics (5169), 2nd Edition",2940
Wiley,1/23/04,Theodore Shifrin,Multivariable Mathematics / Edition 1,2941
Touchstone,10/28/86,E.T. Bell,Men of Mathematics,2942
Cambridge University Press,4/28/08,G. H. Hardy,A Course of Pure Mathematics,2943
Cambridge University Press,11/15/12,Greg Byrd,Cambridge Checkpoint Mathematics Coursebook 8,2944
Pearson,2001/4/13,Margaret L. Lial,MyWorkBook for Basic College Mathematics / Edition 9,2945
Mometrix Media LLC,3/31/14,CSET Exam Secrets Test Prep Staff,CSET Mathematics Exam Secrets Study Guide,2946
Oxford University Press,7/22/14,Christopher Clapham,The Concise Oxford Dictionary of Mathematics,2947
Cengage Learning,2001/1/15,John C. Peterson,Mathematics for Machine Technology / Edition 7,2948
SingaporeMath.com Incorporated,1/28/03,Singapore Marshall Cavendish International,Primary Mathematics 5B - Workbook / Edition 1,2949
Teachers College Press,2009/12/14,PARKS,Exploring Mathematics Through Play in the Early Childhood Classroom,2950
Oxford University Press,2005/1/15,Ian Stewart,The Foundations of Mathematics,2951
Mometrix Media LLC,7/14/14,Praxis II Exam Secrets Test Prep Staff,Praxis II Middle School Mathematics (5169) Exam Secrets Study Guide,2952
Pearson,2002/7/12,Susan Sperry Smith,Early Childhood Mathematics / Edition 5,2953
Cengage Learning,1/27/11,Robert Chasan,Practical Problems in Mathematics for Welders / Edition 6,2954
McGraw-Hill Higher Education,3/30/07,Amy Dillard,Everyday Mathematics Student Math Journal Grade 6,2955
Windham Press,2008/7/17,STAAR Mathematics Practice Team,STAAR Math Grade 4: Mathematics Test Preparation & Practice for 4th Grade STAAR Math,2956
Dover Publications,3/28/01,Edward Kasner,Mathematics and the Imagination,2957
"Norton, W. W. & Company, Inc.",2/1/96,Bertrand Russell,The Principles of Mathematics / Edition 2,2958
CreateSpace Publishing,3/20/14,Jonathan D. Kantrowitz,Rise & Shine STAAR Prep Mathematics Grade 5,2959
Pearson,2/18/15,Dan Dolan,Activities Manual for A Problem Solving Approach to Mathematics for Elementary School Teachers / Edition 12,2960
12th Media Services,2006/5/17,Eric Lehman,Mathematics for Computer Science,2961
Trivium Test Prep,2011/8/17,Praxis Mathematics Exam Prep Team,Praxis Mathematics Content Knowledge 5161 Study Guide 2018-2019: Praxis II Math 5161 Exam Prep and Practice Test Questions,2962
Pearson,2005/9/17,Allyn J. Washington,MyMathLab with Pearson eText -- Standalone Access Card -- for Basic Technical Mathematics / Edition 11,2963
Jones & Bartlett Learning,9/14/16,Dennis G. Zill,Advanced Engineering Mathematics / Edition 6,2964
XAMOnline.com,2006/10/11,Sharon Wynne,CEOE OSAT Advanced Mathematics Field 11 Practice Test 1,2965
Benediction Books,2006/3/10,G. H. Hardy,A Course Of Pure Mathematics,2966
Cengage Learning,2001/1/13,Howard L. Rolf,Finite Mathematics / Edition 8,2967
Watchmaker Publishing,2009/1/8,Erik Oberg,Shop Mathematics - 1920,2968
Dover Publications,10/21/15,Terry Stickels,Challenging Math Problems,2969
Dover Publications,8/18/11,Dennis Sentilles,A Bridge to Advanced Mathematics,2970
Cengage Learning,4/21/11,Susanna S. Epp,"Student Solutions Manual and Study Guide for Epp's Discrete Mathematics with Applications, 4th / Edition 4",2971
Cengage Learning,2002/6/15,Soo T. Tan,"Student Solutions Manual for Tan's Applied Mathematics for the Managerial, Life, and Social Sciences, 7th / Edition 7",2972
Princeton University Press,9/15/15,Nicholas J. Higham,The Princeton Companion to Applied Mathematics,2973
Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 3 Mathematics Assessment Secrets Study Guide,2974
"Content Technologies, Inc.",2002/12/17,Cram101 Textbook Reviews,"Studyguide for Basic College Mathematics by Jr., John Tobey, ISBN 9780321747594",2975
Taylor & Francis,2012/1/17,Kenneth H. Rosen,"Handbook of Discrete and Combinatorial Mathematics, Second Edition / Edition 2",2976
XAMOnline.com,2011/1/8,Xamonline,CEOE OSAT Advanced Mathematics Field 11,2977
"Oxford University Press, USA",8/25/08,William Goldbloom Bloch,The Unimaginable Mathematics of Borges' Library of Babel,2978
McGraw-Hill Professional Publishing,8/26/09,Marc Lipson,Schaum's Outline of Discrete Mathematics,2979
Pearson,1/27/14,Raymond A. Barnett,"Finite Mathematics for Business, Economics, Life Sciences and Social Sciences Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 13",2980
Pearson,5/23/17,Larry J. Goldstein,MyMathLab plus Pearson eText -- Standalone Access Card -- for Finite Mathematics & Its Applications / Edition 12,2981
Pearson,5/18/15,Rick Billstein,Student's Solutions Manual for A Problem Solving Approach to Mathematics for Elementary School Teachers / Edition 12,2982
Cengage Learning,2001/1/17,Art Johnson,Guiding Children's Learning of Mathematics / Edition 13,2983
SAGE Publications,11/25/14,David A. Sousa,How the Brain Learns Mathematics / Edition 2,2984
Windham Press,2008/4/17,ACCUPLACER Math Test Prep Team,ACCUPLACER Math Study Guide: Test Prep & Practice Test Questions for the Mathematics Section of the ACCUPLACER Exam,2985
Wiley,6/24/13,J. David Logan,Applied Mathematics / Edition 4,2986
Pearson,2009/9/14,Raymond A. Barnett,"Student's Solutions Manual for Finite Mathematics for Business, Economics, Life Sciences and Social Sciences / Edition 13",2987
Princeton University Press,5/30/17,?ystein Linnebo,Philosophy of Mathematics,2988
"ConJelCo, LLC",11/30/06,William Chen,The Mathematics of Poker,2989
McGraw-Hill Professional Publishing,10/14/08,Steven G. Krantz,Discrete Mathematics / Edition 1,2990
CreateSpace Publishing,2010/3/15,Mr. Edward W. Smith,Choose Your Future Exploring Science Technology Engineering Mathematics Activity Book Grades 5-9,2991
Pearson,5/23/17,Peter Tannenbaum,MyMathLab with Pearson eText -- Standalone Access Card -- for Excursions in Modern Mathematics / Edition 9,2992
Pearson,2002/9/12,Allen R. Angel,Student Solutions Manual for A Survey of Mathematics with Applications / Edition 9,2993
Pearson,2001/7/14,Margaret L. Lial,"Finite Mathematics with Applications In the Management, Natural, and Social Sciences Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 11",2994
American Mathematical Society,2/18/09,Bettina Richmond,Discrete Transition to Advanced Mathematics,2995
Pearson,2001/10/12,Geoffrey Akst,Basic College Mathematics through Applications / Edition 5,2996
Pearson,2012/9/2,Zalman Usiskin,Mathematics for High School Teachers- An Advanced Perspective / Edition 1,2997
Pearson,1/15/17,Tom Pirnot,Mathematics All Around / Edition 6,2998
University Readers,2003/5/12,Rajee Amarasinghe,Exploring Mathematics,2999
Cambridge University Press,10/1/87,Marilyn Burns,The I Hate Mathematics! Book,3000
Pearson,5/16/17,Thomas Pirnot,MyMathLab with Pearson eText -- Standalone Access Card -- for Mathematics All Around / Edition 6,3001
National Council of Teachers of Mathematics,1/28/13,Patricia Campbell,Elementary Mathematics Specialists Handbook,3002
Pearson,1/21/15,Elayn Martin-Gay,Developmental Mathematics Plus NEW MyMathLab with Pearson eText -- Access Card Package / Edition 3,3003
Pearson,1/21/16,Margaret L. Lial,Finite Mathematics and Calculus with Applications Books a la Carte Plus MyMathLab Package / Edition 10,3004
Cambridge University Press,3/25/13,Karen Morrison,Cambridge IGCSE Mathematics Extended Practice Book,3005
Windham Press,2005/12/17,TExES Math 7-12 Prep Team,TExES Mathematics 7-12 Test Prep: Study Guide for the TExES 235 Math Exam,3006
McGraw-Hill Professional Publishing,6/28/05,McGraw-Hill Education,"Achieving TABE Success in Mathematics, TABE 9 and 10 Level E / Edition 1",3007
Cengage Learning,2001/1/15,Tom Bassarear,Mathematics for Elementary School Teachers / Edition 6,3008
CreateSpace Publishing,2005/3/16,Preparing Teachers In America,FTCE General Knowledge Mathematics,3009
Springer New York,10/13/12,John Stillwell,Mathematics and Its History,3010
Oxford University Press,2006/4/7,Stewart Shapiro,The Oxford Handbook of Philosophy of Mathematics and Logic,3011
McGraw-Hill Professional Publishing,4/1/82,Seymour Lipschutz,Schaum's Outline of Essential Computer Mathematics / Edition 1,3012
Wide World Publishing,1/23/93,Theoni Pappas,The Joy of Mathematics,3013
SAGE Publications,4/19/11,Jann H. Leppien,"Parallel Curriculum Units for Mathematics, Grades 6-12",3014
Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 7 Mathematics Assessment Secrets Study Guide,3015
Mometrix Media LLC,3/31/14,STAAR Exam Secrets Test Prep Staff,STAAR Grade 6 Mathematics Assessment Secrets Study Guide,3016
McGraw-Hill Professional Publishing,5/20/09,Haym Kruglak,"Schaum's Outline of Basic Mathematics with Applications to Science and Technology, 2ed / Edition 2",3017
Mometrix Media LLC,2011/11/15,Georgia Milestones Exam Secrets Test Prep Staff,Georgia Milestones Grade 5 Mathematics Success Strategies Workbook,3018
Dover Publications,2/1/95,Ian Stewart,Concepts of Modern Mathematics,3019
University of Chicago Press,2007/10/17,The University of Chicago School Mathematics Project,Everyday Mathematics for Parents: What You Need to Know to Help Your Child Succeed,3020
Pearson,1/21/16,Margaret L. Lial,Finite Mathematics and Calculus with Applications Plus MyMathLab with Pearson eText -- Access Card Package / Edition 10,3021
"Outskirts Press, Inc.",2003/10/16,P K Prah,Basic Mathematics Literacy Book And Study Companion,3022
Sourcebooks,2011/1/12,Susan Johnsen,Using the Common Core State Standards in Mathematics with Gifted and Advanced Learners,3023
Cambridge University Press,10/20/16,Karen Morrison,Cambridge IGCSE Mathematics Core and Extended Coursebook with CD-ROM and IGCSE Mathematics Online Revised Edition,3024
Pearson,1/30/06,AGS Secondary,Consumer Mathematics Student Workbook,3025
Mometrix Media LLC,3/31/14,NES Exam Secrets Test Prep Staff,NES Mathematics Secrets Study Guide,3026
Kagan Publishing,1/1/98,Virginia DeBolt,Write! Mathematics,3027
McGraw-Hill Professional Publishing,1/27/11,Robert Brown,Schaum's Outline of Mathematics of Finance,3028
Walch Education,8/28/13,Walch,"Station Activities for Common Core State Standards Mathematics, Grade 7, Revised Edition",3029
XAMOnline.com,2001/10/13,Sharon A Wynne,MTEL Mathematics 09 Teacher Certification Study Guide Test Prep,3030
Walch Education,8/28/13,Walch,"Station Activities for Common Core State Standards Mathematics, Grade 6, Revised Edition",3031
XAMOnline.com,2001/10/13,Sharon A Wynne,"GACE Mathematics 022, 023 Teacher Certification Study Guide Test Prep",3032
Dover Publications,8/20/92,Frederick W. Byron,Mathematics of Classical and Quantum Physics,3033
Addison-Wesley,11/21/14,Alexander A. Stepanov,From Mathematics to Generic Programming / Edition 1,3034
Wiley,2001/9/8,Nick E. Christians,The Mathematics of Turfgrass Maintenance / Edition 4,3035
Pearson,5/16/16,Allen R. Angel,"Survey of Mathematics with Applications, A, a la Carte edition plus NEW MyMathLab with Pearson eText / Edition 10",3036
Pearson,2001/4/13,Stanley A. Salzman,Mathematics for Business / Edition 10,3037
Taylor & Francis,6/29/12,sarah-marie belcastro,Discrete Mathematics with Ducks / Edition 1,3038
Mometrix Media LLC,3/31/14,MTEL Exam Secrets Test Prep Staff,MTEL Elementary Mathematics (53) Exam Secrets Study Guide,3039
Mometrix Media LLC,2003/1/16,TerraNova Exam Secrets Test Prep Staff,TerraNova Success Strategies Grade 5 Mathematics Workbook,3040
Pearson,2010/7/16,Knut Sydsaeter,Essential Mathematics for Economic Analysis / Edition 5,3041
Pearson,2003/6/14,Raymond A. Barnett,"College Mathematics for Business, Economics, Life Sciences and Social Sciences, Books a la Carte Plus MyMathLab Package / Edition 13",3042
"Industrial Press, Inc.",2012/10/5,Thomas Achatz,Technical Shop Mathematics / Edition 3,3043
Pearson,6/25/17,Sybilla Beckmann,"Mathematics for Elementary Teachers with Activities, Loose-Leaf Version Plus MyMathLab -- Access Card Package / Edition 5",3044
Cengage Learning,11/30/93,Carol A. Castellon,Mathematics for Health Careers / Edition 1,3045
Pearson,1/23/15,Elayn Martin-Gay,Developmental Mathematics / Edition 3,3046
Pearson,2003/6/14,Gary Clendenen,Business Mathematics plus MyMathLab with Pearson eText -- Access Card Package / Edition 13,3047
Pearson,5/18/17,Tom Pirnot,"Mathematics All Around, Books a la Carte Plus MyMathLab -- Access Card Package",3048
Pearson,1/28/14,Dan Dolan,Mathematics Activities for Elementary Teachers / Edition 7,3049
